Info,Info,Info,Per Game,Per Game,Per Game,Per Game,Per Game Relative,Per Game Relative,Per Game Relative,Per Game Relative,Home Teams,Home Teams,Home Teams,Home Teams,Home Teams,Visitor Teams,Visitor Teams,Visitor Teams,Visitor Teams,Visitor Teams,Home Minus Visitor,Home Minus Visitor,Home Minus Visitor,Home Minus Visitor,Home Minus Visitor,Relative to Average*,Relative to Average*,Relative to Average*,Relative to Average*,Relative to Average*
Brent Haskill,NBA,5,170.0,45.0,39.4,216.4,-6.2,+1.3,+0.1,-4.8,.400,86.8,21.2,18.8,107.2,.600,83.2,23.8,20.6,109.2,-.200,+3.6,-2.6,-1.8,-2.0,-.289,+3.5,-2.7,-1.8,-3.7
Lauren Holtkamp,NBA,55,177.6,43.7,39.2,219.6,+1.4,0.0,-0.1,-1.6,.655,88.8,21.9,19.7,112.2,.345,88.7,21.8,19.5,107.3,+.309,+0.1,0.0,+0.1,+4.9,+.220,0.0,-0.1,+0.1,+3.2
Robert Hussey,NBA,10,178.7,41.4,36.2,226.4,+2.5,-2.3,-3.1,+5.2,.400,89.3,21.4,17.8,112.0,.600,89.4,20.0,18.4,114.4,-.200,-0.1,+1.4,-0.6,-2.4,-.289,-0.2,+1.3,-0.6,-4.1
Simone Jelks,NBA,1,175.0,53.0,47.0,230.0,-1.2,+9.3,+7.7,+8.8,1.000,87.0,31.0,22.0,124.0,.000,88.0,22.0,25.0,106.0,+1.000,-1.0,+9.0,-3.0,+18.0,+.911,-1.1,+8.9,-3.0,+16.3
Matt Kallio,NBA,10,174.2,42.0,37.5,218.5,-2.0,-1.7,-1.8,-2.7,.300,87.1,20.6,19.5,108.1,.700,87.1,21.4,18.0,110.4,-.400,0.0,-0.8,+1.5,-2.3,-.489,-0.1,-0.9,+1.5,-4.0
Bill Kennedy,NBA,60,176.6,44.0,39.6,219.6,+0.4,+0.3,+0.3,-1.6,.533,87.9,22.1,19.8,110.6,.467,88.7,21.9,19.9,108.9,+.067,-0.9,+0.1,-0.1,+1.7,-.022,-1.0,0.0,-0.1,0.0
Courtney Kirkland,NBA,54,176.7,42.5,39.6,218.3,+0.5,-1.2,+0.3,-2.9,.574,89.1,21.1,19.8,110.3,.426,87.5,21.4,19.8,108.0,+.148,+1.6,-0.4,0.0,+2.2,+.059,+1.5,-0.5,0.0,+0.5
Marat Kogut,NBA,54,173.8,45.8,40.8,221.1,-2.4,+2.1,+1.5,-0.1,.426,87.7,22.9,20.1,109.4,.574,86.1,22.9,20.7,111.8,-.148,+1.7,-0.1,-0.6,-2.4,-.237,+1.6,-0.2,-0.6,-4.1
Karl Lane,NBA,61,176.0,45.0,39.5,221.9,-0.2,+1.3,+0.2,+0.7,.574,88.5,21.7,20.1,112.1,.426,87.6,23.3,19.4,109.8,+.148,+0.9,-1.6,+0.7,+2.3,+.059,+0.8,-1.7,+0.7,+0.6
Eric Lewis,NBA,58,175.4,45.8,41.5,223.6,-0.8,+2.1,+2.2,+2.4,.586,88.1,22.6,21.2,114.2,.414,87.3,23.2,20.3,109.4,+.172,+0.8,-0.6,+0.9,+4.7,+.083,+0.7,-0.7,+0.9,+3.0
Mark Lindsay,NBA,63,175.7,43.6,39.1,222.4,-0.5,-0.1,-0.2,+1.2,.587,87.3,21.5,19.3,112.8,.413,88.3,22.1,19.8,109.6,+.175,-1.0,-0.6,-0.5,+3.2,+.086,-1.1,-0.7,-0.5,+1.5
Tre Maddox,NBA,54,176.9,43.9,38.6,221.4,+0.7,+0.2,-0.7,+0.2,.556,88.3,21.8,19.6,112.1,.444,88.6,22.1,19.0,109.4,+.111,-0.3,-0.3,+0.6,+2.7,+.022,-0.4,-0.4,+0.6,+1.0
Ed Malloy,NBA,54,175.9,43.3,39.6,219.1,-0.3,-0.4,+0.3,-2.1,.519,87.9,21.0,19.5,109.2,.481,87.9,22.3,20.0,109.9,+.037,0.0,-1.3,-0.5,-0.7,-.052,-0.1,-1.4,-0.5,-2.4
Suyash Mehta,NBA,47,175.3,44.4,39.7,221.5,-0.9,+0.7,+0.4,+0.3,.574,88.0,22.1,20.0,112.2,.426,87.3,22.4,19.7,109.3,+.149,+0.7,-0.3,+0.4,+2.9,+.060,+0.6,-0.4,+0.4,+1.2
Tyler Mirkovich,NBA,1,183.0,42.0,39.0,231.0,+6.8,-1.7,-0.3,+9.8,1.000,83.0,26.0,18.0,123.0,.000,100.0,16.0,21.0,108.0,+1.000,-17.0,+10.0,-3.0,+15.0,+.911,-17.1,+9.9,-3.0,+13.3
Sha'Rae Mitchell,NBA,4,179.5,53.3,43.5,218.8,+3.3,+9.6,+4.2,-2.4,.750,89.5,27.8,21.3,111.3,.250,90.0,25.5,22.3,107.5,+.500,-0.5,+2.3,-1.0,+3.8,+.411,-0.6,+2.2,-1.0,+2.1
Dannica Mosher,NBA,12,169.8,37.8,37.4,199.4,-6.4,-5.9,-1.9,-21.8,.750,85.4,19.1,18.8,102.8,.250,84.3,18.8,18.6,96.6,+.500,+1.1,+0.3,+0.3,+6.3,+.411,+1.0,+0.2,+0.3,+4.6
Rodney Mott,NBA,41,176.4,45.4,40.4,223.8,+0.2,+1.7,+1.1,+2.6,.415,88.2,22.8,20.4,111.7,.585,88.2,22.6,20.0,112.0,-.171,0.0,+0.2,+0.5,-0.3,-.260,-0.1,+0.1,+0.5,-2.0
Ashley Moyer-Gleich,NBA,4,168.0,59.0,46.3,240.5,-8.2,+15.3,+7.0,+19.3,.750,82.0,29.0,22.3,121.3,.250,86.0,30.0,24.0,119.3,+.500,-4.0,-1.0,-1.8,+2.0,+.411,-4.1,-1.1,-1.8,+0.3
Matt Myers,NBA,41,177.5,46.5,40.5,225.3,+1.3,+2.8,+1.2,+4.1,.537,88.6,23.9,19.9,112.9,.463,89.0,22.7,20.6,112.5,+.073,-0.4,+1.2,-0.7,+0.4,-.016,-0.5,+1.1,-0.7,-1.3
Andy Nagy,NBA,48,175.9,45.1,39.8,222.0,-0.3,+1.4,+0.5,+0.8,.521,88.9,22.8,19.9,111.0,.479,87.1,22.3,19.9,111.0,+.042,+1.8,+0.6,0.0,-0.1,-.047,+1.7,+0.5,0.0,-1.8
Brett Nansel,NBA,52,176.2,44.6,39.3,224.8,0.0,+0.9,0.0,+3.6,.538,88.2,23.3,19.1,112.7,.462,88.0,21.3,20.2,112.1,+.077,+0.1,+2.0,-1.1,+0.7,-.012,0.0,+1.9,-1.1,-1.0
Pat O'Connell,NBA,3,174.7,33.7,34.0,195.7,-1.5,-10.0,-5.3,-25.5,.667,89.0,14.7,17.3,101.3,.333,85.7,19.0,16.7,94.3,+.333,+3.3,-4.3,+0.7,+7.0,+.244,+3.2,-4.4,+0.7,+5.3
J.T. Orr,NBA,55,176.3,42.3,38.8,219.0,+0.1,-1.4,-0.5,-2.2,.564,87.8,20.8,20.0,109.9,.436,88.4,21.5,18.8,109.1,+.127,-0.6,-0.7,+1.2,+0.8,+.038,-0.7,-0.8,+1.2,-0.9
Gediminas Petraitis,NBA,60,175.6,46.2,40.9,226.1,-0.6,+2.5,+1.6,+4.9,.533,87.4,24.1,19.6,113.0,.467,88.2,22.1,21.3,113.1,+.067,-0.8,+2.0,-1.7,-0.2,-.022,-0.9,+1.9,-1.7,-1.9
JD Ralls,NBA,12,178.4,40.4,36.4,216.6,+2.2,-3.3,-2.9,-4.6,.333,89.7,20.0,18.4,105.4,.667,88.8,20.4,18.0,111.2,-.333,+0.9,-0.4,+0.4,-5.8,-.422,+0.8,-0.5,+0.4,-7.5
Phenizee Ransom,NBA,47,175.1,42.6,40.6,217.9,-1.1,-1.1,+1.3,-3.3,.553,87.0,21.3,20.6,109.7,.447,88.1,21.3,20.1,108.1,+.106,-1.1,0.0,+0.5,+1.6,+.017,-1.2,-0.1,+0.5,-0.1
Jenna Reneau,NBA,12,175.1,46.2,39.7,218.3,-1.1,+2.5,+0.4,-2.9,.583,85.8,25.3,18.6,111.3,.417,89.3,20.8,21.1,107.1,+.167,-3.6,+4.5,-2.5,+4.2,+.078,-3.7,+4.4,-2.5,+2.5
Derek Richardson,NBA,55,177.3,41.8,38.6,221.8,+1.1,-1.9,-0.7,+0.6,.436,88.8,20.6,19.5,110.4,.564,88.5,21.2,19.1,111.4,-.127,+0.3,-0.7,+0.3,-1.0,-.216,+0.2,-0.8,+0.3,-2.7
Tyler Ricks,NBA,9,174.9,37.4,34.7,210.0,-1.3,-6.3,-4.6,-11.2,.667,86.9,18.9,17.1,107.7,.333,88.0,18.6,17.6,102.3,+.333,-1.1,+0.3,-0.4,+5.3,+.244,-1.2,+0.2,-0.4,+3.6
Natalie Sago,NBA,64,174.5,45.6,39.5,223.3,-1.7,+1.9,+0.2,+2.1,.531,88.2,22.9,19.5,112.8,.469,86.4,22.7,20.0,110.5,+.063,+1.8,+0.3,-0.5,+2.4,-.026,+1.7,+0.2,-0.5,+0.7
Jenna Schroeder,NBA,37,178.2,44.2,37.4,221.7,+2.0,+0.5,-1.9,+0.5,.432,90.7,21.5,18.5,111.3,.568,87.5,22.6,18.9,110.4,-.135,+3.3,-1.1,-0.4,+1.0,-.224,+3.2,-1.2,-0.4,-0.7
Brandon Schwab,NBA,39,177.1,44.0,38.5,220.2,+0.9,+0.3,-0.8,-1.0,.513,88.8,22.9,19.1,111.9,.487,88.3,21.1,19.4,108.3,+.026,+0.5,+1.8,-0.3,+3.6,-.063,+0.4,+1.7,-0.3,+1.9
Danielle Scott,NBA,33,176.6,42.5,37.4,226.0,+0.4,-1.2,-1.9,+4.8,.576,88.8,20.3,19.1,113.8,.424,87.8,22.2,18.2,112.3,+.152,+0.9,-1.8,+0.9,+1.5,+.063,+0.8,-1.9,+0.9,-0.2
Evan Scott,NBA,40,175.8,41.0,38.2,217.1,-0.4,-2.7,-1.1,-4.1,.550,88.0,20.1,19.5,110.4,.450,87.8,20.9,18.7,106.7,+.100,+0.3,-0.8,+0.8,+3.8,+.011,+0.2,-0.9,+0.8,+2.1
Kevin Scott,NBA,43,178.3,42.8,39.2,221.4,+2.1,-0.9,-0.1,+0.2,.581,89.7,21.5,19.6,112.6,.419,88.7,21.3,19.7,108.8,+.163,+1.0,+0.1,-0.1,+3.8,+.074,+0.9,0.0,-0.1,+2.1
Aaron Smith,NBA,54,174.2,42.8,37.8,214.9,-2.0,-0.9,-1.5,-6.3,.593,86.7,21.2,19.0,109.5,.407,87.5,21.6,18.8,105.4,+.185,-0.9,-0.4,+0.2,+4.2,+.096,-1.0,-0.5,+0.2,+2.5
Michael Smith,NBA,56,175.4,46.7,40.7,216.9,-0.8,+3.0,+1.4,-4.3,.643,88.7,22.9,20.5,111.2,.357,86.7,23.8,20.1,105.8,+.286,+2.0,-0.8,+0.4,+5.4,+.197,+1.9,-0.9,+0.4,+3.7
Jonathan Sterling,NBA,53,176.8,44.4,40.8,222.0,+0.6,+0.7,+1.5,+0.8,.679,89.1,22.5,20.4,113.8,.321,87.7,21.9,20.4,108.2,+.358,+1.5,+0.6,-0.1,+5.6,+.269,+1.4,+0.5,-0.1,+3.9
Ben Taylor,NBA,66,175.4,44.2,40.1,224.7,-0.8,+0.5,+0.8,+3.5,.545,87.7,22.5,20.0,113.6,.455,87.7,21.6,20.1,111.1,+.091,+0.1,+0.9,-0.1,+2.5,+.002,0.0,+0.8,-0.1,+0.8
Dedric Taylor,NBA,59,174.7,47.0,41.3,225.7,-1.5,+3.3,+2.0,+4.5,.678,86.1,24.6,20.2,114.9,.322,88.6,22.4,21.1,110.7,+.356,-2.5,+2.2,-0.9,+4.2,+.267,-2.6,+2.1,-0.9,+2.5
Josh Tiven,NBA,63,175.8,43.6,37.9,223.1,-0.4,-0.1,-1.4,+1.9,.524,88.1,21.7,19.0,111.8,.476,87.7,21.9,18.9,111.3,+.048,+0.4,-0.2,+0.1,+0.5,-.041,+0.3,-0.3,+0.1,-1.2
Scott Twardoski,NBA,53,176.2,43.5,39.6,219.1,0.0,-0.2,+0.3,-2.1,.547,86.5,22.6,19.7,110.2,.453,89.7,21.0,20.0,108.9,+.094,-3.2,+1.6,-0.3,+1.3,+.005,-3.3,+1.5,-0.3,-0.4
Justin Van Duyne,NBA,58,176.1,44.6,40.0,219.2,-0.1,+0.9,+0.7,-2.0,.517,88.3,22.1,20.1,109.8,.483,87.8,22.5,20.0,109.4,+.034,+0.5,-0.4,+0.1,+0.4,-.055,+0.4,-0.5,+0.1,-1.3
Scott Wall,NBA,47,176.7,43.1,38.8,222.7,+0.5,-0.6,-0.5,+1.5,.511,88.7,21.5,19.6,112.2,.489,88.0,21.6,19.2,110.6,+.021,+0.6,-0.1,+0.4,+1.6,-.068,+0.5,-0.2,+0.4,-0.1
CJ Washington,NBA,39,175.9,41.3,37.7,218.5,-0.3,-2.4,-1.6,-2.7,.436,89.1,20.1,19.1,109.0,.564,86.8,21.2,18.6,109.5,-.128,+2.3,-1.2,+0.4,-0.5,-.217,+2.2,-1.3,+0.4,-2.2
Tom Washington,NBA,51,175.8,40.5,37.9,217.4,-0.4,-3.2,-1.4,-3.8,.510,87.5,21.1,18.4,109.3,.490,88.4,19.5,19.5,108.1,+.020,-0.9,+1.6,-1.0,+1.2,-.069,-1.0,+1.5,-1.0,-0.5
James Williams,NBA,60,175.5,44.3,39.3,223.5,-0.7,+0.6,0.0,+2.3,.583,87.4,22.5,19.6,112.7,.417,88.2,21.8,19.7,110.8,+.167,-0.8,+0.7,-0.2,+2.0,+.078,-0.9,+0.6,-0.2,+0.3
Leon Wood,NBA,52,176.0,41.0,38.9,223.4,-0.2,-2.7,-0.4,+2.2,.462,87.6,20.2,19.7,112.2,.538,88.4,20.8,19.1,111.3,-.077,-0.7,-0.6,+0.6,+0.9,-.166,-0.8,-0.7,+0.6,-0.8
Sean Wright,NBA,63,177.2,48.6,42.3,222.3,+1.0,+4.9,+3.0,+1.1,.492,88.7,24.3,21.3,111.0,.508,88.4,24.3,21.0,111.3,-.016,+0.3,0.0,+0.3,-0.2,-.105,+0.2,-0.1,+0.3,-1.9
Zach Zarba,NBA,61,178.0,39.7,36.9,223.4,+1.8,-4.0,-2.4,+2.2,.574,89.1,19.4,18.3,113.6,.426,88.9,20.3,18.7,109.8,+.148,+0.2,-1.0,-0.4,+3.8,+.059,+0.1,-1.1,-0.4,+2.1
