Info,Info,Info,Per Game,Per Game,Per Game,Per Game,Per Game Relative,Per Game Relative,Per Game Relative,Per Game Relative,Home Teams,Home Teams,Home Teams,Home Teams,Home Teams,Visitor Teams,Visitor Teams,Visitor Teams,Visitor Teams,Visitor Teams,Home Minus Visitor,Home Minus Visitor,Home Minus Visitor,Home Minus Visitor,Home Minus Visitor,Relative to Average*,Relative to Average*,Relative to Average*,Relative to Average*,Relative to Average*
Mitchell Ervin,NBA,63,179.2,46.4,39.4,230.1,+1.4,+3.0,+1.9,+1.7,.460,89.3,23.7,19.7,115.4,.540,89.9,22.7,19.7,114.7,-.079,-0.5,+1.1,-0.1,+0.7,-.165,-0.4,+0.7,+0.1,-1.4
Che Flores,NBA,33,177.8,44.2,36.6,227.5,0.0,+0.8,-0.9,-0.9,.424,88.0,23.2,18.2,114.1,.576,89.8,21.0,18.5,113.3,-.152,-1.8,+2.2,-0.3,+0.8,-.238,-1.7,+1.8,-0.1,-1.3
Tyler Ford,NBA,63,177.0,42.3,37.5,226.3,-0.8,-1.1,0.0,-2.1,.492,89.5,21.0,18.8,114.1,.508,87.5,21.3,18.7,112.2,-.016,+2.0,-0.2,+0.2,+2.0,-.102,+2.1,-0.6,+0.4,-0.1
Brian Forte,NBA,63,178.4,40.8,36.0,225.1,+0.6,-2.6,-1.5,-3.3,.540,88.7,20.8,17.8,113.7,.460,89.7,20.0,18.3,111.4,+.079,-1.0,+0.8,-0.5,+2.3,-.007,-0.9,+0.4,-0.3,+0.2
Scott Foster,NBA,62,176.4,44.7,39.1,230.0,-1.4,+1.3,+1.6,+1.6,.661,88.3,22.9,19.4,118.5,.339,88.2,21.8,19.7,111.5,+.323,+0.1,+1.2,-0.3,+7.0,+.237,+0.2,+0.8,-0.1,+4.9
Pat Fraher,NBA,64,177.5,43.4,37.3,227.3,-0.3,0.0,-0.2,-1.1,.422,87.7,22.3,18.7,112.9,.578,89.8,21.1,18.5,114.4,-.156,-2.0,+1.2,+0.2,-1.5,-.242,-1.9,+0.8,+0.4,-3.6
Jacyn Goble,NBA,63,178.9,44.2,37.8,230.0,+1.1,+0.8,+0.3,+1.6,.571,90.1,22.4,18.9,116.7,.429,88.8,21.8,18.9,113.3,+.143,+1.3,+0.6,0.0,+3.4,+.057,+1.4,+0.2,+0.2,+1.3
John Goble,NBA,24,175.6,41.7,38.0,223.3,-2.2,-1.7,+0.5,-5.1,.542,88.0,18.9,20.2,113.6,.458,87.6,22.8,17.8,109.7,+.083,+0.5,-3.8,+2.3,+3.9,-.003,+0.6,-4.2,+2.5,+1.8
Jason Goldenberg,NBA,43,174.3,44.2,38.4,230.2,-3.5,+0.8,+0.9,+1.8,.512,87.5,21.5,19.8,116.3,.488,86.8,22.6,18.7,114.0,+.023,+0.7,-1.1,+1.1,+2.3,-.063,+0.8,-1.5,+1.3,+0.2
Nate Green,NBA,39,176.2,41.2,36.3,219.4,-1.6,-2.2,-1.2,-9.0,.564,88.0,21.0,18.0,110.9,.436,88.2,20.2,18.3,108.6,+.128,-0.2,+0.8,-0.4,+2.3,+.042,-0.1,+0.4,-0.2,+0.2
David Guthrie,NBA,53,178.0,40.4,35.1,229.8,+0.2,-3.0,-2.4,+1.4,.396,89.0,20.0,18.2,113.5,.604,89.1,20.5,16.9,116.2,-.208,-0.1,-0.5,+1.3,-2.7,-.294,0.0,-0.9,+1.5,-4.8
Brent Haskill,NBA,8,179.0,46.9,39.5,236.3,+1.2,+3.5,+2.0,+7.9,.625,90.6,24.6,18.9,118.5,.375,88.4,22.3,20.6,117.8,+.250,+2.3,+2.4,-1.8,+0.8,+.164,+2.4,+2.0,-1.6,-1.3
Lauren Holtkamp,NBA,15,178.9,45.6,37.0,231.7,+1.1,+2.2,-0.5,+3.3,.533,89.1,22.3,18.7,117.1,.467,89.7,23.3,18.3,114.6,+.067,-0.6,-1.1,+0.3,+2.5,-.019,-0.5,-1.5,+0.5,+0.4
Robert Hussey,NBA,36,176.6,42.1,36.8,226.8,-1.2,-1.3,-0.7,-1.6,.472,89.0,20.0,19.1,113.8,.528,87.6,22.1,17.8,113.1,-.056,+1.4,-2.1,+1.3,+0.7,-.142,+1.5,-2.5,+1.5,-1.4
Intae Hwang,NBA,33,177.5,41.4,35.6,231.7,-0.3,-2.0,-1.9,+3.3,.455,88.8,20.9,18.1,114.8,.545,88.7,20.4,17.5,116.9,-.091,+0.1,+0.5,+0.6,-2.2,-.177,+0.2,+0.1,+0.8,-4.3
Matt Kallio,NBA,34,178.3,44.2,37.5,232.0,+0.5,+0.8,0.0,+3.6,.588,89.1,22.1,18.7,117.1,.412,89.2,22.1,18.8,114.9,+.176,-0.1,+0.1,-0.1,+2.1,+.090,0.0,-0.3,+0.1,0.0
Bill Kennedy,NBA,62,177.4,45.2,38.1,228.8,-0.4,+1.8,+0.6,+0.4,.500,89.3,22.1,19.3,114.9,.500,88.2,23.1,18.8,114.0,.000,+1.1,-1.0,+0.5,+0.9,-.086,+1.2,-1.4,+0.7,-1.2
Courtney Kirkland,NBA,54,176.1,42.3,37.3,227.5,-1.7,-1.1,-0.2,-0.9,.481,86.9,21.3,18.4,112.7,.519,89.1,21.0,19.0,114.8,-.037,-2.2,+0.3,-0.6,-2.0,-.123,-2.1,-0.1,-0.4,-4.1
Marat Kogut,NBA,58,175.5,45.6,39.2,227.8,-2.3,+2.2,+1.7,-0.6,.534,86.7,23.7,19.3,113.9,.466,88.8,21.9,19.8,114.0,+.069,-2.2,+1.8,-0.5,-0.1,-.017,-2.1,+1.4,-0.3,-2.2
Karl Lane,NBA,65,179.5,43.5,37.7,230.4,+1.7,+0.1,+0.2,+2.0,.554,89.8,21.3,19.1,116.9,.446,89.7,22.2,18.5,113.5,+.108,+0.1,-0.9,+0.6,+3.5,+.022,+0.2,-1.3,+0.8,+1.4
Mark Lindsay,NBA,62,178.7,44.5,38.2,229.9,+0.9,+1.1,+0.7,+1.5,.597,88.8,22.9,18.8,116.4,.403,90.0,21.6,19.4,113.5,+.194,-1.2,+1.2,-0.6,+2.9,+.108,-1.1,+0.8,-0.4,+0.8
Tre Maddox,NBA,23,180.0,46.8,39.7,234.8,+2.2,+3.4,+2.2,+6.4,.696,88.6,23.2,20.1,120.3,.304,91.4,23.6,19.6,114.6,+.391,-2.9,-0.4,+0.5,+5.7,+.305,-2.8,-0.8,+0.7,+3.6
Ed Malloy,NBA,58,179.0,42.2,35.8,229.6,+1.2,-1.2,-1.7,+1.2,.586,89.1,21.7,17.3,116.8,.414,89.9,20.5,18.5,112.8,+.172,-0.8,+1.2,-1.2,+3.9,+.086,-0.7,+0.8,-1.0,+1.8
Biniam Maru,NBA,2,185.0,50.0,43.0,254.5,+7.2,+6.6,+5.5,+26.1,.500,91.5,26.5,20.0,128.5,.500,93.5,23.5,23.0,126.0,.000,-2.0,+3.0,-3.0,+2.5,-.086,-1.9,+2.6,-2.8,+0.4
Suyash Mehta,NBA,36,178.0,45.4,38.1,223.3,+0.2,+2.0,+0.6,-5.1,.556,89.1,23.8,19.2,112.1,.444,88.9,21.6,18.9,111.1,+.111,+0.2,+2.2,+0.3,+1.0,+.025,+0.3,+1.8,+0.5,-1.1
Tyler Mirkovich,NBA,7,174.0,48.6,42.4,229.9,-3.8,+5.2,+4.9,+1.5,.857,89.1,22.7,21.4,121.9,.143,84.9,25.9,21.0,108.0,+.714,+4.3,-3.1,+0.4,+13.9,+.628,+4.4,-3.5,+0.6,+11.8
Sha'Rae Mitchell,NBA,35,177.2,42.5,36.3,226.9,-0.6,-0.9,-1.2,-1.5,.486,87.6,21.7,18.1,115.5,.514,89.7,20.7,18.2,111.3,-.029,-2.1,+1.0,-0.1,+4.2,-.115,-2.0,+0.6,+0.1,+2.1
Dannica Mosher,NBA,35,180.0,42.6,36.1,230.4,+2.2,-0.8,-1.4,+2.0,.657,89.9,20.6,18.5,118.4,.343,90.1,22.0,17.7,112.0,+.314,-0.2,-1.4,+0.8,+6.4,+.228,-0.1,-1.8,+1.0,+4.3
Rodney Mott,NBA,30,176.2,50.6,43.1,226.1,-1.6,+7.2,+5.6,-2.3,.700,88.2,26.1,20.6,115.2,.300,88.0,24.5,22.5,110.9,+.400,+0.3,+1.6,-1.9,+4.2,+.314,+0.4,+1.2,-1.7,+2.1
Ashley Moyer-Gleich,NBA,57,177.7,44.4,37.4,227.6,-0.1,+1.0,-0.1,-0.8,.456,88.6,22.3,18.4,113.2,.544,89.1,22.1,18.9,114.5,-.088,-0.5,+0.3,-0.5,-1.3,-.174,-0.4,-0.1,-0.3,-3.4
Matt Myers,NBA,46,179.3,43.5,37.7,230.0,+1.5,+0.1,+0.2,+1.6,.543,89.6,22.0,18.8,117.3,.457,89.7,21.5,18.8,112.7,+.087,0.0,+0.5,0.0,+4.7,+.001,+0.1,+0.1,+0.2,+2.6
Andy Nagy,NBA,52,178.2,42.8,36.7,226.8,+0.4,-0.6,-0.8,-1.6,.615,89.0,22.0,18.0,116.0,.385,89.2,20.8,18.7,110.8,+.231,-0.3,+1.2,-0.7,+5.2,+.145,-0.2,+0.8,-0.5,+3.1
Brett Nansel,NBA,55,178.5,42.0,36.3,224.1,+0.7,-1.4,-1.2,-4.3,.673,89.6,20.3,18.5,114.6,.327,88.9,21.7,17.8,109.5,+.345,+0.7,-1.4,+0.7,+5.1,+.259,+0.8,-1.8,+0.9,+3.0
Pat O'Connell,NBA,7,178.0,47.6,40.4,232.6,+0.2,+4.2,+2.9,+4.2,.143,88.4,23.6,20.3,112.6,.857,89.6,24.0,20.1,120.0,-.714,-1.1,-0.4,+0.1,-7.4,-.800,-1.0,-0.8,+0.3,-9.5
J.T. Orr,NBA,55,179.0,42.6,36.5,227.5,+1.2,-0.8,-1.0,-0.9,.491,90.0,20.7,18.5,114.7,.509,89.0,22.0,18.0,112.8,-.018,+0.9,-1.3,+0.5,+2.0,-.104,+1.0,-1.7,+0.7,-0.1
Gediminas Petraitis,NBA,64,178.8,43.5,37.2,227.6,+1.0,+0.1,-0.3,-0.8,.453,89.9,21.9,18.3,113.6,.547,88.9,21.5,18.9,114.0,-.094,+1.0,+0.4,-0.6,-0.4,-.180,+1.1,0.0,-0.4,-2.5
JD Ralls,NBA,8,183.0,41.6,38.8,228.9,+5.2,-1.8,+1.3,+0.5,.500,93.4,17.0,21.1,114.0,.500,89.6,24.6,17.6,114.9,.000,+3.8,-7.6,+3.5,-0.9,-.086,+3.9,-8.0,+3.7,-3.0
Phenizee Ransom,NBA,55,178.6,45.4,38.5,231.2,+0.8,+2.0,+1.0,+2.8,.400,89.6,22.7,19.3,116.1,.600,89.0,22.7,19.2,115.0,-.200,+0.6,-0.1,+0.1,+1.1,-.286,+0.7,-0.5,+0.3,-1.0
Jenna Reneau,NBA,7,172.1,49.4,42.0,228.6,-5.7,+6.0,+4.5,+0.2,.429,86.7,24.9,20.7,114.3,.571,85.4,24.6,21.3,114.3,-.143,+1.3,+0.3,-0.6,0.0,-.229,+1.4,-0.1,-0.4,-2.1
Derek Richardson,NBA,40,181.7,44.0,37.7,235.2,+3.9,+0.6,+0.2,+6.8,.550,90.0,22.7,18.6,119.3,.450,91.7,21.3,19.0,115.9,+.100,-1.7,+1.4,-0.4,+3.4,+.014,-1.6,+1.0,-0.2,+1.3
Tyler Ricks,NBA,8,172.4,46.4,41.6,228.8,-5.4,+3.0,+4.1,+0.4,.625,86.6,23.4,20.4,116.8,.375,85.8,23.0,21.3,112.0,+.250,+0.9,+0.4,-0.9,+4.8,+.164,+1.0,0.0,-0.7,+2.7
Natalie Sago,NBA,64,176.0,42.7,36.4,224.9,-1.8,-0.7,-1.1,-3.5,.547,89.8,21.2,18.0,113.7,.453,86.3,21.5,18.4,111.2,+.094,+3.5,-0.3,-0.4,+2.5,+.008,+3.6,-0.7,-0.2,+0.4
Jenna Schroeder,NBA,42,177.8,42.5,36.5,224.9,0.0,-0.9,-1.0,-3.5,.619,88.9,22.0,17.2,114.0,.381,88.9,20.5,19.3,110.9,+.238,0.0,+1.4,-2.1,+3.0,+.152,+0.1,+1.0,-1.9,+0.9
Brandon Schwab,NBA,37,177.3,46.2,39.4,228.3,-0.5,+2.8,+1.9,-0.1,.486,87.9,22.4,20.3,113.7,.514,89.4,23.8,19.2,114.6,-.027,-1.4,-1.5,+1.1,-0.9,-.113,-1.3,-1.9,+1.3,-3.0
Danielle Scott,NBA,36,179.6,43.2,39.0,229.4,+1.8,-0.2,+1.5,+1.0,.583,88.4,22.0,18.7,116.6,.417,91.3,21.2,20.3,112.7,+.167,-2.9,+0.8,-1.6,+3.9,+.081,-2.8,+0.4,-1.4,+1.8
Evan Scott,NBA,42,176.5,44.6,38.1,231.1,-1.3,+1.2,+0.6,+2.7,.690,87.7,23.1,18.4,118.0,.310,88.8,21.5,19.7,113.1,+.381,-1.1,+1.5,-1.4,+4.9,+.295,-1.0,+1.1,-1.2,+2.8
Kevin Scott,NBA,62,178.4,43.7,36.5,228.7,+0.6,+0.3,-1.0,+0.3,.597,88.8,22.2,18.0,115.0,.403,89.5,21.4,18.5,113.7,+.194,-0.7,+0.8,-0.5,+1.3,+.108,-0.6,+0.4,-0.3,-0.8
Aaron Smith,NBA,64,178.8,43.4,37.1,226.3,+1.0,0.0,-0.4,-2.1,.656,89.0,22.3,18.6,115.1,.344,89.8,21.1,18.5,111.2,+.313,-0.9,+1.2,+0.2,+3.9,+.227,-0.8,+0.8,+0.4,+1.8
Michael Smith,NBA,53,176.5,44.0,39.1,231.8,-1.3,+0.6,+1.6,+3.4,.491,89.3,21.8,19.3,116.5,.509,87.2,22.2,19.8,115.3,-.019,+2.0,-0.3,-0.5,+1.2,-.105,+2.1,-0.7,-0.3,-0.9
Jonathan Sterling,NBA,37,180.3,43.5,38.5,233.8,+2.5,+0.1,+1.0,+5.4,.514,89.9,22.7,18.8,116.5,.486,90.3,20.8,19.6,117.3,+.027,-0.4,+1.9,-0.8,-0.8,-.059,-0.3,+1.5,-0.6,-2.9
Ben Taylor,NBA,41,177.8,45.7,38.1,231.7,0.0,+2.3,+0.6,+3.3,.561,88.1,23.2,19.1,117.5,.439,89.7,22.5,19.0,114.2,+.122,-1.5,+0.8,+0.1,+3.3,+.036,-1.4,+0.4,+0.3,+1.2
Dedric Taylor,NBA,61,177.0,43.0,37.3,227.7,-0.8,-0.4,-0.2,-0.7,.475,88.7,21.7,18.7,114.7,.525,88.3,21.4,18.7,113.0,-.049,+0.3,+0.3,0.0,+1.7,-.135,+0.4,-0.1,+0.2,-0.4
Josh Tiven,NBA,65,177.0,39.6,35.2,223.9,-0.8,-3.8,-2.3,-4.5,.600,89.1,19.7,17.2,113.2,.400,87.8,19.9,18.0,110.7,+.200,+1.3,-0.2,-0.8,+2.5,+.114,+1.4,-0.6,-0.6,+0.4
Scott Twardoski,NBA,60,177.3,43.9,38.1,233.8,-0.5,+0.5,+0.6,+5.4,.633,88.7,22.3,18.8,118.5,.367,88.6,21.6,19.3,115.4,+.267,+0.2,+0.7,-0.6,+3.1,+.181,+0.3,+0.3,-0.4,+1.0
Justin Van Duyne,NBA,65,176.2,42.2,37.3,225.2,-1.6,-1.2,-0.2,-3.2,.462,86.9,22.4,18.2,112.3,.538,89.4,19.8,19.1,113.0,-.077,-2.5,+2.6,-1.0,-0.7,-.163,-2.4,+2.2,-0.8,-2.8
Scott Wall,NBA,38,175.9,45.9,39.3,226.8,-1.9,+2.5,+1.8,-1.6,.605,88.4,22.9,19.6,115.1,.395,87.6,22.9,19.8,111.7,+.211,+0.8,0.0,-0.2,+3.4,+.125,+0.9,-0.4,0.0,+1.3
CJ Washington,NBA,56,177.7,46.1,39.2,231.4,-0.1,+2.7,+1.7,+3.0,.536,89.0,23.8,19.3,116.7,.464,88.6,22.3,19.9,114.6,+.071,+0.4,+1.5,-0.6,+2.1,-.015,+0.5,+1.1,-0.4,0.0
Tom Washington,NBA,54,178.1,41.3,36.4,227.2,+0.3,-2.1,-1.1,-1.2,.667,89.5,20.4,18.6,116.1,.333,88.7,21.0,17.7,111.1,+.333,+0.8,-0.6,+0.9,+5.0,+.247,+0.9,-1.0,+1.1,+2.9
James Williams,NBA,61,179.4,42.3,35.8,228.2,+1.6,-1.1,-1.7,-0.2,.639,90.2,21.3,17.7,116.4,.361,89.2,21.0,18.1,111.8,+.279,+1.0,+0.4,-0.4,+4.6,+.193,+1.1,0.0,-0.2,+2.5
Leon Wood,NBA,29,180.6,45.4,40.0,230.1,+2.8,+2.0,+2.5,+1.7,.448,88.9,22.8,20.0,114.1,.552,91.7,22.6,20.0,116.1,-.103,-2.8,+0.3,-0.1,-2.0,-.189,-2.7,-0.1,+0.1,-4.1
Sean Wright,NBA,64,177.8,46.4,38.7,230.1,0.0,+3.0,+1.2,+1.7,.500,89.1,24.2,19.2,115.6,.500,88.7,22.2,19.5,114.5,.000,+0.4,+2.0,-0.3,+1.1,-.086,+0.5,+1.6,-0.1,-1.0
Zach Zarba,NBA,64,177.7,42.9,37.4,233.4,-0.1,-0.5,-0.1,+5.0,.563,89.2,21.1,18.5,118.4,.438,88.5,21.8,18.9,115.0,+.125,+0.6,-0.7,-0.4,+3.4,+.039,+0.7,-1.1,-0.2,+1.3
